id,ubicacion,prioridad,tipo,timestamp,estado
I-0375,Zona_40,2,emergencia_medica,2026-06-30 05:08:00,pendiente
I-0376,Zona_10,2,accidente_vehicular,2026-06-25 01:00:00,pendiente
I-0377,Zona_45,5,fuga_de_gas,2026-07-02 14:48:00,pendiente
I-0378,Zona_29,1,robo,2026-06-30 08:32:00,pendiente
I-0379,Zona_44,2,robo,2026-06-27 13:17:00,pendiente
I-0380,Zona_19,4,accidente_vehicular,2026-06-28 10:11:00,pendiente
I-0381,Zona_16,3,fuga_de_gas,2026-06-25 13:49:00,pendiente
I-0382,Zona_31,2,inundacion,2026-06-26 18:47:00,pendiente
I-0383,Zona_37,4,robo,2026-06-25 17:54:00,pendiente
I-0384,Zona_19,4,emergencia_medica,2026-06-28 11:59:00,pendiente
I-0385,Zona_27,2,fuga_de_gas,2026-07-02 05:29:00,pendiente
I-0386,Zona_39,2,fuga_de_gas,2026-07-01 15:44:00,pendiente
I-0387,Zona_4,4,fuga_de_gas,2026-06-30 06:39:00,pendiente
I-0388,Zona_36,1,derrumbe,2026-06-24 21:01:00,pendiente
I-0389,Zona_34,1,inundacion,2026-07-03 13:06:00,pendiente
I-0390,Zona_11,3,robo,2026-06-28 15:50:00,pendiente
I-0391,Zona_10,4,incendio,2026-07-01 23:23:00,pendiente
I-0392,Zona_29,3,incendio,2026-06-29 18:43:00,pendiente
I-0393,Zona_4,4,emergencia_medica,2026-06-30 05:54:00,pendiente
I-0394,Zona_16,4,incendio,2026-06-30 05:38:00,pendiente
I-0395,Zona_15,1,inundacion,2026-07-03 08:57:00,pendiente
I-0396,Zona_42,3,fuga_de_gas,2026-07-02 20:08:00,pendiente
I-0397,Zona_9,1,inundacion,2026-06-25 01:26:00,pendiente
I-0398,Zona_31,2,fuga_de_gas,2026-06-26 11:21:00,pendiente
I-0399,Zona_31,4,emergencia_medica,2026-07-04 10:34:00,pendiente
I-0400,Zona_6,1,inundacion,2026-07-02 01:07:00,pendiente
I-0401,Zona_10,5,derrumbe,2026-06-27 13:45:00,pendiente
I-0402,Zona_34,4,incendio,2026-06-25 16:04:00,pendiente
I-0403,Zona_19,2,inundacion,2026-07-03 02:44:00,pendiente
I-0404,Zona_4,2,robo,2026-06-27 05:32:00,pendiente
I-0405,Zona_40,4,incendio,2026-07-03 05:44:00,pendiente
I-0406,Zona_32,5,emergencia_medica,2026-07-04 07:31:00,pendiente
I-0407,Zona_41,5,emergencia_medica,2026-07-01 17:57:00,pendiente
I-0408,Zona_10,3,robo,2026-07-04 11:35:00,pendiente
I-0409,Zona_40,3,accidente_vehicular,2026-06-28 00:11:00,pendiente
I-0410,Zona_27,2,derrumbe,2026-06-26 21:32:00,pendiente
I-0411,Zona_6,5,inundacion,2026-07-03 17:32:00,pendiente
I-0412,Zona_34,5,emergencia_medica,2026-06-25 13:16:00,pendiente
I-0413,Zona_33,5,incendio,2026-06-30 01:23:00,pendiente
I-0414,Zona_31,1,derrumbe,2026-06-30 02:22:00,pendiente
I-0415,Zona_24,3,derrumbe,2026-07-04 07:34:00,pendiente
I-0416,Zona_23,1,inundacion,2026-07-01 18:10:00,pendiente
I-0417,Zona_43,1,fuga_de_gas,2026-06-27 21:07:00,pendiente
I-0418,Zona_22,2,incendio,2026-06-30 11:48:00,pendiente
I-0419,Zona_35,3,fuga_de_gas,2026-06-27 04:29:00,pendiente
I-0420,Zona_12,4,derrumbe,2026-06-29 01:20:00,pendiente
I-0421,Zona_41,2,fuga_de_gas,2026-07-02 23:11:00,pendiente
I-0422,Zona_5,4,incendio,2026-07-01 03:53:00,pendiente
I-0423,Zona_13,1,fuga_de_gas,2026-07-02 05:32:00,pendiente
I-0424,Zona_3,3,inundacion,2026-06-28 15:16:00,pendiente
I-0425,Zona_26,5,robo,2026-07-01 14:50:00,pendiente
I-0426,Zona_3,2,inundacion,2026-06-30 10:32:00,pendiente
I-0427,Zona_4,3,inundacion,2026-07-03 02:01:00,pendiente
I-0428,Zona_24,4,robo,2026-06-26 01:02:00,pendiente
I-0429,Zona_29,4,inundacion,2026-07-02 09:00:00,pendiente
I-0430,Zona_32,4,inundacion,2026-06-25 10:18:00,pendiente
I-0431,Zona_34,3,fuga_de_gas,2026-07-03 13:27:00,pendiente
I-0432,Zona_28,1,robo,2026-06-27 15:30:00,pendiente
I-0433,Zona_12,5,inundacion,2026-06-30 20:18:00,pendiente
I-0434,Zona_7,1,inundacion,2026-06-26 23:32:00,pendiente
I-0435,Zona_19,3,robo,2026-06-27 15:27:00,pendiente
I-0436,Zona_28,2,derrumbe,2026-06-29 10:48:00,pendiente
I-0437,Zona_23,4,incendio,2026-06-26 05:32:00,pendiente
I-0438,Zona_23,5,robo,2026-07-01 09:02:00,pendiente
I-0439,Zona_41,1,incendio,2026-06-26 20:44:00,pendiente
I-0440,Zona_41,4,inundacion,2026-06-28 15:54:00,pendiente
I-0441,Zona_44,2,incendio,2026-07-02 21:01:00,pendiente
I-0442,Zona_39,4,incendio,2026-07-03 01:32:00,pendiente
I-0443,Zona_5,2,fuga_de_gas,2026-06-27 03:50:00,pendiente
I-0444,Zona_24,3,robo,2026-06-28 01:07:00,pendiente
I-0445,Zona_3,5,accidente_vehicular,2026-06-26 18:35:00,pendiente
I-0446,Zona_29,3,inundacion,2026-06-29 10:47:00,pendiente
I-0447,Zona_5,5,accidente_vehicular,2026-06-28 11:26:00,pendiente
I-0448,Zona_24,4,inundacion,2026-06-27 02:38:00,pendiente
I-0449,Zona_18,2,incendio,2026-07-04 04:56:00,pendiente
I-0450,Zona_12,4,emergencia_medica,2026-06-30 02:20:00,pendiente
I-0451,Zona_36,1,inundacion,2026-06-25 16:23:00,pendiente
I-0452,Zona_17,4,accidente_vehicular,2026-06-27 12:56:00,pendiente
I-0453,Zona_19,4,accidente_vehicular,2026-07-03 02:31:00,pendiente
I-0454,Zona_9,1,robo,2026-07-02 12:52:00,pendiente
I-0455,Zona_29,1,fuga_de_gas,2026-06-26 17:48:00,pendiente
I-0456,Zona_21,3,derrumbe,2026-07-03 18:17:00,pendiente
I-0457,Zona_36,5,inundacion,2026-07-01 02:06:00,pendiente
I-0458,Zona_11,2,fuga_de_gas,2026-06-30 09:18:00,pendiente
I-0459,Zona_33,2,incendio,2026-07-02 05:08:00,pendiente
I-0460,Zona_9,2,fuga_de_gas,2026-06-28 21:06:00,pendiente
I-0461,Zona_2,3,emergencia_medica,2026-06-27 23:44:00,pendiente
I-0462,Zona_24,4,fuga_de_gas,2026-06-28 05:22:00,pendiente
I-0463,Zona_9,5,incendio,2026-07-03 18:03:00,pendiente
I-0464,Zona_20,4,derrumbe,2026-06-26 07:43:00,pendiente
I-0465,Zona_31,5,robo,2026-06-25 17:59:00,pendiente
I-0466,Zona_27,5,incendio,2026-07-03 01:47:00,pendiente
I-0467,Zona_21,1,robo,2026-06-29 04:48:00,pendiente
I-0468,Zona_44,5,inundacion,2026-07-03 00:58:00,pendiente
I-0469,Zona_36,5,accidente_vehicular,2026-06-25 18:21:00,pendiente
I-0470,Zona_9,4,emergencia_medica,2026-06-24 14:56:00,pendiente
I-0471,Zona_4,1,emergencia_medica,2026-07-02 18:13:00,pendiente
I-0472,Zona_20,2,accidente_vehicular,2026-06-30 19:54:00,pendiente
I-0473,Zona_15,3,emergencia_medica,2026-07-01 06:27:00,pendiente
I-0474,Zona_6,3,accidente_vehicular,2026-06-27 06:36:00,pendiente
I-0475,Zona_36,3,accidente_vehicular,2026-06-27 09:20:00,pendiente
I-0476,Zona_20,5,emergencia_medica,2026-07-03 10:30:00,pendiente
I-0477,Zona_33,2,emergencia_medica,2026-06-27 21:27:00,pendiente
I-0478,Zona_10,2,derrumbe,2026-06-27 09:29:00,pendiente
I-0479,Zona_39,3,fuga_de_gas,2026-06-28 02:06:00,pendiente
I-0480,Zona_3,1,incendio,2026-07-03 23:36:00,pendiente
I-0481,Zona_42,5,inundacion,2026-06-27 02:12:00,pendiente
I-0482,Zona_14,5,robo,2026-06-27 11:13:00,pendiente
I-0483,Zona_41,1,robo,2026-06-27 08:45:00,pendiente
I-0484,Zona_35,3,derrumbe,2026-07-01 01:31:00,pendiente
I-0485,Zona_31,2,fuga_de_gas,2026-06-25 07:33:00,pendiente
I-0486,Zona_44,4,inundacion,2026-06-29 08:10:00,pendiente
I-0487,Zona_5,1,accidente_vehicular,2026-06-29 11:58:00,pendiente
I-0488,Zona_27,4,robo,2026-07-02 04:18:00,pendiente
I-0489,Zona_22,5,accidente_vehicular,2026-06-30 22:39:00,pendiente
I-0490,Zona_21,3,robo,2026-07-03 00:18:00,pendiente
I-0491,Zona_24,5,emergencia_medica,2026-07-03 07:01:00,pendiente
I-0492,Zona_21,2,robo,2026-07-03 02:33:00,pendiente
I-0493,Zona_18,4,accidente_vehicular,2026-07-02 21:32:00,pendiente
I-0494,Zona_7,1,inundacion,2026-06-30 03:07:00,pendiente
I-0495,Zona_40,4,accidente_vehicular,2026-06-24 15:43:00,pendiente
I-0496,Zona_11,3,emergencia_medica,2026-06-26 07:06:00,pendiente
I-0497,Zona_21,2,fuga_de_gas,2026-07-02 16:30:00,pendiente
I-0498,Zona_32,5,robo,2026-06-28 19:49:00,pendiente
I-0499,Zona_20,4,incendio,2026-07-03 11:25:00,pendiente
I-0500,Zona_26,5,robo,2026-07-01 18:16:00,pendiente
